tmkey,tlkey,office,gender,age,gender_l,office_l,age_l,lc1,lc2,lc3,lc4,lc5,lc6,lc7,lc8,lct0,as1,as2,as3,as4,as5,as6,as7,lmx1,lmx2,lmx3,lmx4,lmx5,lmx6,lmx7,lmxt2,otenure_l,ttenure_l,tm_oten,tm_tten,otenure,ttenure,extrav1,extrav2,extrav3,extrav4,cons1,cons2,cons3,cons4,neuro1,neuro2,neuro3,neuro4,intel1,intel2,intel3,intel4,extrav,cons,neuro,intel,pla
5347,1052,8,4,3,2,8,4,4,4,5,5,4,5,5,5,4.63,5,4,5,4,4,5,5,5,4,5,4,5,5,5,4.71,23 ans,10 ans,288,288,24,24,3,4,2,5,1,5,3,3,2,3,2,2,4,2,4,4,3.5,3,2.25,3.5,4.375
5348,1052,8,4,,2,8,4,,,,,,,,,,4,3,2,4,4,4,2,5,4,5,3,5,4,5,4.43,23 ans,10 ans, , ,,,3,4,2,5,1,5,3,3,2,3,2,2,4,2,4,4,3.5,3,2.25,3.5,4.5
5349,1004,14,4,3,2,14,3,5,5,5,5,5,3,5,3,4.5,,,,,,,,,,,,,,,,1 an,1 an,120,120,10,10,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,
5350,1004,14,4,4,2,14,3,5,5,5,5,5,5,5,4,4.88,5,5,5,5,5,5,1,5,5,5,4,5,5,5,4.86,1 an,1 an,168,60,14,5,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,5
5351,1004,14,3,2,2,14,3,3,4,4,4,4,4,4,3,3.75,5,4,5,4,4,4,3,4,4,4,5,4,4,4,4.14,1 an,1 an,84,84,7,7,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,4.125
5352,1004,14,3,3,2,14,3,4,4,4,4,4,4,4,3,3.88,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1 an,1 an,168,168,14,14,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,4
5353,1004,14,4,3,2,14,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1 an,1 an,6,6,6 mois,6 mois avec Tremblay assurance mais 10 ans avec autre conmpagnie,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,4.5
5354,1004,14,3,4,2,14,3,4,4,4,4,4,3,4,4,3.88,4,4,4,4,4,4,3,4,4,4,3,3,5,4,3.86,1 an,1 an,300,300,25,25,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,4
5355,1004,14,4,4,2,14,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,2,4,3.57,1 an,1 an,240,120,10,10,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,4.875
5356,1004,14,4,5,2,14,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,5,4,4,5,5,5,5,4.71,1 an,1 an,456,12,38 ans,1an,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,5
5357,1004,14,4,2,2,14,3,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,1 an,1 an,144,132,11,11,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,5
5358,1004,14,4,2,2,14,3,5,4,4,4,5,4,5,4,4.38,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1 an,1 an,96,84,8 ans,7 ans,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,3.875
5359,1004,14,4,5,2,14,3,5,5,5,5,5,5,5,3,4.75,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1 an,1 an,180,24,14 ans,2 ans,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,5
5360,1004,14,3,3,2,14,3,5,5,5,5,5,3,5,5,4.75,4,3,5,3,4,4,4,4,3,3,3,3,3,3,3.14,1 an,1 an,60,60,5,5,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,
5361,1004,14,4,3,2,14,3,4,4,4,4,4,2,4,4,3.75,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1 an,1 an,18,18,1 an et demi,1 an et demi,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,4
5362,1004,14,4,5,2,14,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1 an,1 an,300,300,25 ans,25 ans,4,3,3,3,4,4,4,4,2,1,2,1,3,4,4,3,3.25,4,1.5,3.5,4
5363,1040,14,3,3,2,14,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,18 ans,10 ans,96,96,8,8,5,4,3,4,5,4,5,4,2,3,2,3,3,3,3,4,4,4.5,2.5,3.25,5
5364,1040,14,4,3,2,14,4,5,5,5,5,5,5,5,4,4.88,4,5,5,3,4,4,2,5,5,5,5,5,5,5,5,18 ans,10 ans,108,108,9,9,5,4,3,4,5,4,5,4,2,3,2,3,3,3,3,4,4,4.5,2.5,3.25,5
5365,1040,14,4,2,2,14,4,5,5,5,5,5,4,4,3,4.5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,18 ans,10 ans,96,12,8,1,5,4,3,4,5,4,5,4,2,3,2,3,3,3,3,4,4,4.5,2.5,3.25,5
5366,1040,14,4,3,2,14,4,5,5,5,5,5,1,5,5,4.5,,,,,,,,,,,,,,,,18 ans,10 ans,180,180,15,15,5,4,3,4,5,4,5,4,2,3,2,3,3,3,3,4,4,4.5,2.5,3.25,5
5367,1048,14,4,5,2,14,4,3,4,4,4,4,3,4,3,3.63,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,27,4,348,348,29,29, , , , , , , , , , , , , , , , , , , , ,4
5368,1048,14,3,5,2,14,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,27,4,288,288,24,24, , , , , , , , , , , , , , , , , , , , ,5
5369,1048,14,4,5,2,14,4,4,5,5,5,4,4,4,4,4.38,,,,,,,,,,,,,,,,27,4,276,276,23 ans,23 ans, , , , , , , , , , , , , , , , , , , , ,4
5370,1048,14,4,2,2,14,4,5,5,5,3,5,4,4,4,4.38,,,,,,,,,,,,,,,,27,4,48,48,4 ans,4 ans, , , , , , , , , , , , , , , , , , , , ,4
5371,1048,14,4,5,2,14,4,4,4,4,4,3,4,4,3,3.75,,,,,,,,,,,,,,,,27,4,240,240,20,20, , , , , , , , , , , , , , , , , , , , ,4
5372,1095,13,4,4,2,13,3,4,4,4,4,3,4,4,3,3.75,,,,,,,,,,,,,,,,17,2,72,72,6 ans,6 ans,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,4
5373,1095,13,3,2,2,13,3,4,1,4,1,1,3,4,2,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,2,12,12,1,1,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,4
5374,1095,13,4,4,2,13,3,5,5,5,5,5,5,5,4,4.88,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4.86,17,2,192,24,16 ans,2 ans,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,4.625
5375,1095,13,4,3,2,13,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,4.43,17,2,120,24,10 ans,2 ans,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,5
5376,1095,13,4,2,2,13,3,5,5,5,5,5,5,5,3,4.75,4,4,4,3,4,5,4,5,5,5,4,5,5,5,4.86,17,2,31,12,2 ans et 7 mois,1 an,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,4.5
5377,1095,13,4,5,2,13,3,2,2,2,2,2,2,3,2,2.13,5,4,5,4,4,4,5,4,4,4,3,5,4,4,4,17,2,66,24,5 ans et demi,2 ans,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,5
5378,1095,13,4,2,2,13,3,4,4,4,4,4,4,4,3,3.88,4,3,4,3,4,4,4,4,4,4,3,4,3,4,3.71,17,2,48,48,4 ans,4 ans,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,4.5
5379,1095,13,4,4,2,13,3,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,17,2,12,12,1 an,1 an,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,5
5380,1095,13,4,3,2,13,3,4,4,4,4,4,4,4,3,3.88,4,2,4,2,2,3,4,3,3,3,2,4,4,4,3.29,17,2,108,36,9,3,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,
5381,1095,13,4,1,2,13,3,4,5,4,4,5,4,5,3,4.25,,,,,,,,,,,,,,,,17,2,18,24,1.5,1,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,5
5382,1095,13,4,,2,13,3,,,,,,,,,,5,4,5,4,4,4,4,5,4,4,4,5,4,4,4.29,17,2, , ,,,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,4.5
5383,1095,13,4,2,2,13,3,4,4,3,4,4,3,4,4,3.75,4,4,5,5,4,5,4,3,4,4,4,4,4,4,3.86,17,2,120,108,10,9,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,5
5384,1095,13,4,5,2,13,3,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,17,2,192,36,16,3,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,5
5385,1095,13,4,3,2,13,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,17,2,12,12,1,1,3,4,2,4,2,4,3,3,1,2,2,2,4,2,2,4,3.25,3,1.75,3,4.375
5386,1017,13,3,2,2,13,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,3,3,2,4,2,3,2.86,7 ans,1 an,96,24,8,2,3,2,2,4,4,5,5,5,1,2,1,2,3,2,4,3,2.75,4.75,1.5,3,4
5387,1017,13,4,2,2,13,2,4,5,4,4,4,4,4,2,3.88,4,3,4,2,3,2,3,4,4,5,4,4,5,5,4.43,7 ans,1 an,72,72,6,6,3,2,2,4,4,5,5,5,1,2,1,2,3,2,4,3,2.75,4.75,1.5,3,3.75
5388,1017,13,4,2,2,13,2,4,4,4,4,4,3,4,3,3.75,4,3,4,4,4,4,5,4,3,3,3,4,4,4,3.57,7 ans,1 an,36,36,3 ans,3 ans,3,2,2,4,4,5,5,5,1,2,1,2,3,2,4,3,2.75,4.75,1.5,3,3.875
5389,1017,13,3,3,2,13,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,7 ans,1 an,48,48,4,4,3,2,2,4,4,5,5,5,1,2,1,2,3,2,4,3,2.75,4.75,1.5,3,4
5390,1017,13,4,3,2,13,2,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,3,4,4,4,3.86,7 ans,1 an,180,180,15,15,3,2,2,4,4,5,5,5,1,2,1,2,3,2,4,3,2.75,4.75,1.5,3,4
5391,1017,13,4,1,2,13,2,4,4,5,3,5,3,4,2,3.75,,,,,,,,,,,,,,,,7 ans,1 an,12,12,1,1,3,2,2,4,4,5,5,5,1,2,1,2,3,2,4,3,2.75,4.75,1.5,3,
5392,1017,13,4,2,2,13,2,5,5,5,5,5,5,5,3,4.75,4,3,4,4,4,3,4,5,5,5,3,5,5,5,4.71,7 ans,1 an,36,36,3,3,3,2,2,4,4,5,5,5,1,2,1,2,3,2,4,3,2.75,4.75,1.5,3,4
5393,1017,13,4,3,2,13,2,4,4,4,4,4,3,4,4,3.88,,,,,,,,,,,,,,,,7 ans,1 an,36,120,3,10,3,2,2,4,4,5,5,5,1,2,1,2,3,2,4,3,2.75,4.75,1.5,3,
5394,1017,13,4,3,2,13,2,5,5,5,5,5,5,5,2,4.63,5,3,5,2,2,3,4,5,3,4,3,5,5,5,4.29,7 ans,1 an,48,48,4 ans,4 ans,3,2,2,4,4,5,5,5,1,2,1,2,3,2,4,3,2.75,4.75,1.5,3,5
5395,1030,13,3,3,1,13,3,4,4,4,4,4,3,4,4,3.88,,,,,,,,,,,,,,,,3,1,36,36,3,3,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,4
5396,1030,13,4,2,1,13,3,4,4,4,4,4,3,4,4,3.88,4,3,4,3,3,4,4,4,4,4,3,3,3,4,3.57,3,1,30,12,2 ans et demi,1 an,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,4
5397,1030,13,4,2,1,13,3,4,4,3,3,3,4,4,2,3.38,,,,,,,,,,,,,,,,3,1,48,48,4,4,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,3.625
5398,1030,13,4,2,1,13,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,3,1,72,24,6,2,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,4.25
5399,1030,13,3,2,1,13,3,4,4,5,4,4,5,5,4,4.38,,,,,,,,,,,,,,,,3,1,4,4,0,0,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,5
5400,1030,13,3,2,1,13,3,3,3,3,3,3,3,3,3,3,5,5,5,5,4,4,5,4,3,5,2,4,3,4,3.57,3,1,6,6,6mois,6 mois,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,3.125
5401,1030,13,4,2,1,13,3,2,2,2,2,2,2,4,2,2.25,,,,,,,,,,,,,,,,3,1,24,12,2,1,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,3.375
5402,1030,13,3,2,1,13,3,4,4,5,4,5,4,4,2,4,,,,,,,,,,,,,,,,3,1,12,12,1,1,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,
5403,1030,13,4,3,1,13,3,4,5,5,4,5,3,4,4,4.25,4,3,4,4,4,4,4,5,5,5,4,5,5,5,4.86,3,1,192,36,16,3,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,4.75
5405,1030,13,4,4,1,13,3,4,4,4,4,4,5,5,2,4,3,3,3,3,3,3,3,4,4,4,2,4,4,4,3.71,3,1,192,192,16,16,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,4.75
5406,1030,13,3,3,1,13,3,5,5,5,5,5,4,5,5,4.88,,,,,,,,,,,,,,,,3,1,24,24,+ 2 ans,#NAME?,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,4
5407,1030,13,4,2,1,13,3,2,4,4,4,4,2,4,2,3.25,5,5,5,5,4,4,5,2,2,2,2,4,2,2,2.29,3,1,36,36,3 ans,3 ans,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,2
5408,1030,13,4,2,1,13,3,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,3,1,84,12,7,1,4,2,3,5,4,4,4,4,1,1,1,3,4,4,2,4,3.5,4,1.5,3.5,4
5409,2005,13,3,2,1,13,,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,,,6,6,moins de 1 an,moins de 1 an, , , , , , , , , , , , , , , , , , , , ,4.875
5410,2005,13,3,1,1,13,,4,4,5,5,5,4,4,3,4.25,,,,,,,,,,,,,,,,,,24,24,2 ans,2 ans, , , , , , , , , , , , , , , , , , , , ,4
5411,2005,13,4,4,1,13,,5,5,5,3,1,5,1,1,3.25,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,,,4,4,4 MOIS pour univesta,4 Mois Idem, , , , , , , , , , , , , , , , , , , , ,5
5412,2005,13,4,3,1,13,,4,5,5,5,5,4,5,3,4.5,4,4,4,4,4,4,4,5,5,5,3,5,5,5,4.71,,,72,72,6,6, , , , , , , , , , , , , , , , , , , , ,5
5413,2005,13,4,1,1,13,,4,4,4,4,4,4,4,3,3.88,,,,,,,,,,,,,,,,,,6,6,6 Mois,6 Mois, , , , , , , , , , , , , , , , , , , , ,4
5414,2005,13,3,3,1,13,,5,5,3,4,4,4,4,5,4.25,,,,,,,,,,,,,,,,,,24,12,2,1, , , , , , , , , , , , , , , , , , , , ,
5415,2005,13,3,3,1,13,,2,2,4,2,4,3,5,1,2.88,3,5,5,5,5,5,4,4,4,4,3,3,4,3,3.57,,,108,84,9,7, , , , , , , , , , , , , , , , , , , , ,3.125
5416,2005,13,4,2,1,13,,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,84,72,7,6, , , , , , , , , , , , , , , , , , , , ,3.625
5417,2005,13,3,3,1,13,,5,5,5,5,5,5,5,3,4.75,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.86,,,84,84,7ans,7ans, , , , , , , , , , , , , , , , , , , , ,5
5418,2005,13,4,4,1,13,,4,4,4,4,4,4,4,3,3.88,,,,,,,,,,,,,,,,,,12,12,- de 1 an,- de 1 an, , , , , , , , , , , , , , , , , , , , ,4
5419,1073,13,4,6,2,13,2,4,5,5,5,4,4,5,2,4.25,,,,,,,,,,,,,,,,9,2,360,12,30 ans,1 an,2,4,2,3,4,4,4,4,2,3,4,4,4,4,2,4,2.75,4,3.25,3.5,5
5420,1073,13,4,3,2,13,2,4,4,4,4,4,2,4,2,3.5,4,4,5,5,5,5,1,4,4,4,5,5,5,5,4.57,9,2,36,24,3,2,2,4,2,3,4,4,4,4,2,3,4,4,4,4,2,4,2.75,4,3.25,3.5,5
5421,1073,13,4,4,2,13,2,5,5,5,5,4,2,5,3,4.25,4,4,4,3,3,4,4,5,4,4,4,5,5,5,4.57,9,2,6,6,6 mois,6 mois,2,4,2,3,4,4,4,4,2,3,4,4,4,4,2,4,2.75,4,3.25,3.5,4.125
5422,1073,13,4,2,2,13,2,5,5,5,5,5,4,5,3,4.63,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4.57,9,2,30,30,2 ans et demi,2 ans et demi,2,4,2,3,4,4,4,4,2,3,4,4,4,4,2,4,2.75,4,3.25,3.5,5
5423,1073,13,4,2,2,13,2,4,3,4,4,4,4,4,2,3.63,4,4,5,4,4,5,5,4,4,4,2,4,4,4,3.71,9,2,60,24,5ans,2ans,2,4,2,3,4,4,4,4,2,3,4,4,4,4,2,4,2.75,4,3.25,3.5,4
5424,1073,13,4,4,2,13,2,4,4,4,5,5,5,4,3,4.25,4,3,4,3,3,4,4,4,4,4,3,4,4,4,3.86,9,2,84,4,7 ans,4 mois,2,4,2,3,4,4,4,4,2,3,4,4,4,4,2,4,2.75,4,3.25,3.5,4.25
5425,1073,13,4,2,2,13,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,9,2,60,60,5 ans,5 ans,2,4,2,3,4,4,4,4,2,3,4,4,4,4,2,4,2.75,4,3.25,3.5,5
5426,1073,13,4,5,2,13,2,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,9,2,48,48,4 ans,4 ans,2,4,2,3,4,4,4,4,2,3,4,4,4,4,2,4,2.75,4,3.25,3.5,5
5427,1073,13,4,5,2,13,2,4,5,5,4,5,4,4,4,4.38,4,5,5,4,4,4,4,5,5,5,4,4,4,5,4.57,9,2,264,24,22,2,2,4,2,3,4,4,4,4,2,3,4,4,4,4,2,4,2.75,4,3.25,3.5,4.875
5428,1073,13,4,3,2,13,2,5,5,5,5,5,5,5,2,4.63,4,4,5,3,3,3,3,5,5,5,5,5,5,5,5,9,2,12,12,1,1,2,4,2,3,4,4,4,4,2,3,4,4,4,4,2,4,2.75,4,3.25,3.5,4.25
5429,1073,13,4,4,2,13,2,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,9,2,36,36,3 ans,3 ans,2,4,2,3,4,4,4,4,2,3,4,4,4,4,2,4,2.75,4,3.25,3.5,4.125
5430,1045,13,4,1,2,13,2,3,3,3,3,4,3,3,2,3,,,,,,,,,,,,,,,,6 mois,6 mois,24,24,2,2, , , , , , , , , , , , , , , , , , , , ,5
5431,1045,13,4,5,2,13,2,4,4,3,3,4,4,3,3,3.5,,,,,,,,,,,,,,,,6 mois,6 mois,312,36,26 ans,3 ans, , , , , , , , , , , , , , , , , , , , ,5
5432,1045,13,4,5,2,13,2,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,6 mois,6 mois,312,312,26 ans,26 ans, , , , , , , , , , , , , , , , , , , , ,
5433,1045,13,4,2,2,13,2,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,6 mois,6 mois,24,24,2 ans,2 ans, , , , , , , , , , , , , , , , , , , , ,3.75
5437,1106,13,4,3,2,13,3,5,5,5,5,5,5,5,4,4.88,5,5,5,5,4,4,5,5,5,5,4,5,5,5,4.86,8,0.5,72,48,6 ans,4 ans,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,4.75
5438,1106,13,4,5,2,13,3,5,5,5,5,5,5,5,5,5,4,3,4,3,3,4,3,5,5,5,5,5,5,5,5,8,0.5,432,24,36,2,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,5
5439,1106,13,4,5,2,13,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,0.5,432,432,36 ans,36,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,5
5440,1106,13,3,2,2,13,3,4,4,4,4,4,4,4,3,3.88,,,,,,,,,,,,,,,,8,0.5,24,24,2,2,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,
5441,1106,13,4,2,2,13,3,5,5,5,5,5,5,5,3,4.75,,,,,,,,,,,,,,,,8,0.5,4,4,0,0,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,5
5442,1106,13,4,2,2,13,3,5,5,5,5,5,3,5,3,4.5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,8,0.5,3,3,3 mois,3 mois,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,5
5443,1106,13,4,2,2,13,3,5,5,5,5,5,4,5,3,4.63,,,,,,,,,,,,,,,,8,0.5,4,4,4 mois,4 mois,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,
5444,1106,13,4,2,2,13,3,4,4,4,4,4,3,4,1,3.5,4,4,4,3,4,4,5,5,4,4,3,4,4,5,4.14,8,0.5,72,36,6 ans,3ans,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,4.75
5445,1106,13,4,2,2,13,3,4,5,5,5,5,5,5,2,4.5,,,,,,,,,,,,,,,,8,0.5,6,6,6 mois,6 mois,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,5
5446,1106,13,3,3,2,13,3,4,4,4,5,5,5,4,3,4.25,,,,,,,,,,,,,,,,8,0.5, , ,aucune,aucune,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,4
5447,1106,13,4,2,2,13,3,4,4,4,4,4,5,4,3,4,5,5,5,5,4,4,2,4,3,4,4,5,4,4,4,8,0.5,12, ,- 1 ans,"37,5h",3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,4
5448,1106,13,4,2,2,13,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3.86,8,0.5,84,84,7,7,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,4
5449,1106,13,4,5,2,13,3,4,4,4,4,4,4,5,4,4.13,4,4,5,4,3,4,5,5,5,5,5,5,5,5,5,8,0.5,468,4,39,0,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,4
5450,1106,13,4,4,2,13,3,4,4,4,4,4,4,5,1,3.75,,,,,,,,,,,,,,,,8,0.5,228,228,19 ans,19 ans,3,3,3,3,3,5,3,3,1,3,2,1,4,3,3,4,3,3.5,1.75,3.5,5
5451,1099,13,4,4,2,13,2,5,5,4,5,5,4,5,3,4.5,5,4,4,4,4,5,5,5,4,5,4,5,4,5,4.57,mois d'un an,moins d'un an,324,24,27,2,5,5,5,5,5,2,5,4,1,3,1,1,5,4,2,5,5,4,1.5,4,4.125
5452,1099,13,3,4,2,13,2,4,4,4,4,2,3,4,3,3.5,,,,,,,,,,,,,,,,mois d'un an,moins d'un an,120,120,10,10,5,5,5,5,5,2,5,4,1,3,1,1,5,4,2,5,5,4,1.5,4,4
5453,1056,11,3,3,2,11,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,35 ans,3 ans mais toujours g̩r̩ des gens depuis 25 ans,72,72,6 ans,6 ans,2,2,3,2,2,4,5,4,2,2,2,3,3,2,4,3,2.25,3.75,2.25,3,5
5454,1056,11,4,4,2,11,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,4,4,5,5,4,4,4.29,35 ans,3 ans mais toujours g̩r̩ des gens depuis 25 ans,288,288,24,24,2,2,3,2,2,4,5,4,2,2,2,3,3,2,4,3,2.25,3.75,2.25,3,5
5455,1056,11,4,5,2,11,4,4,5,4,5,5,4,5,3,4.38,5,3,4,4,3,5,5,5,5,5,3,5,5,5,4.71,35 ans,3 ans mais toujours g̩r̩ des gens depuis 25 ans,432,432,36,36,2,2,3,2,2,4,5,4,2,2,2,3,3,2,4,3,2.25,3.75,2.25,3,5
5456,1056,11,4,5,2,11,4,4,4,4,4,4,3,4,4,3.88,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,35 ans,3 ans mais toujours g̩r̩ des gens depuis 25 ans,300,96,25 ans,8 ans,2,2,3,2,2,4,5,4,2,2,2,3,3,2,4,3,2.25,3.75,2.25,3,5
5457,1056,11,4,5,2,11,4,4,4,5,5,5,5,5,4,4.63,4,4,3,4,3,4,4,4,5,5,4,4,5,5,4.57,35 ans,3 ans mais toujours g̩r̩ des gens depuis 25 ans,444,12,37 ans,1 an,2,2,3,2,2,4,5,4,2,2,2,3,3,2,4,3,2.25,3.75,2.25,3,4.75
5458,1056,11,4,5,2,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,35 ans,3 ans mais toujours g̩r̩ des gens depuis 25 ans,420,420,35,35,2,2,3,2,2,4,5,4,2,2,2,3,3,2,4,3,2.25,3.75,2.25,3,4
5459,1056,11,4,5,2,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,2,5,3,4,3.86,35 ans,3 ans mais toujours g̩r̩ des gens depuis 25 ans,108,108,9 ans,9 ans,2,2,3,2,2,4,5,4,2,2,2,3,3,2,4,3,2.25,3.75,2.25,3,4.25
